id,loan_status
58645,0.9781430663407628
58646,0.021170528893121713
58647,0.5911877578816483
58648,0.01599764129157953
58649,0.14041442812387267
58650,0.9284637245540943
58651,0.003134254481136143
58652,0.008210820983328551
58653,0.3278206266248549
58654,0.017982801762654297
58655,0.08332986682615344
58656,0.09563759473217945
58657,0.02848543444615007
58658,0.008908986058039862
58659,0.020530615802579404
58660,0.0764395255816545
58661,0.016397723424035657
58662,0.0025134987141053576
58663,0.044280515993035535
58664,0.004765971764951178
58665,0.023064932657113586
58666,0.017180726140048053
58667,0.004462591415264358
58668,0.007887355180882766
58669,0.010377528890744173
58670,0.0020226099460364795
58671,0.3195721441340461
58672,0.0057489335102396885
58673,0.8950512375085447
58674,0.002530023496081878
58675,0.012101075893878049
58676,0.262285762208796
58677,0.025102678517300935
58678,0.007557475262276114
58679,0.31892597082874846
58680,0.9726067803547344
58681,0.04174371208911511
58682,0.003025810870725522
58683,0.019004864036880738
58684,0.2232458982564648
58685,0.14620791100555552
58686,0.023030502174473142
58687,0.4777565514151499
58688,0.036311286208024915
58689,0.26255738428834824
58690,0.0018062216142174193
58691,0.0264549543884823
58692,0.020096989979384673
58693,0.008911676905455237
58694,0.03869648182248507
58695,0.9187674916104729
58696,0.022876251367733726
58697,0.04671086276342701
58698,0.01938954543495342
58699,0.012602081294914386
58700,0.01219892560040313
58701,0.009168691100978087
58702,0.020716962626061982
58703,0.1320375890943189
58704,0.30102234724121196
58705,0.0938700592432962
58706,0.03893275189804846
58707,0.017383478010263655
58708,0.022539237280008787
58709,0.9266541096244263
58710,0.06806118158116284
58711,0.9347745471023287
58712,0.05241384001412753
58713,0.005810063112580149
58714,0.02231087667797541
58715,0.00617085014407112
58716,0.25079118660674854
58717,0.025828344531866998
58718,0.09278244654058679
58719,0.007173705315485405
58720,0.0018859878236439055
58721,0.05331403097200348
58722,0.18019469268220228
58723,0.025197076858956224
58724,0.02137012327044213
58725,0.020310662776248763
58726,0.014867189527517807
58727,0.12397702984622663
58728,0.1260972752026048
58729,0.016156561301546767
58730,0.010244488100595991
58731,0.017624358791213997
58732,0.1953693802959679
58733,0.001178309087501821
58734,0.018384479456830104
58735,0.02122318181942137
58736,0.07181880597542546
58737,0.03522382147524548
58738,0.9762532458472549
58739,0.19576239028049383
58740,0.8237220132707614
58741,0.03725508403985543
58742,0.007141459132087142
58743,0.020430274727465232
58744,0.009949144539459472
58745,0.009092666970025342
58746,0.04936068528976153
58747,0.008043480532370863
58748,0.03391495154723982
58749,0.02070441158251492
58750,0.014804634582111557
58751,0.045223750235938595
58752,0.8738769454795492
58753,0.004842867813636703
58754,0.06333229593487805
58755,0.09242232839450988
58756,0.005881733488342535
58757,0.038649008120901024
58758,0.009194910193452362
58759,0.001339750756621627
58760,0.0025128643932435138
58761,0.012427872536792848
58762,0.0072457710103442565
58763,0.9555907177315324
58764,0.0032482744869737758
58765,0.032928717680304226
58766,0.012323731860404514
58767,0.023823510369985246
58768,0.9485389221365748
58769,0.007902165043597293
58770,0.04285686057111767
58771,0.05773347854844347
58772,0.020315961521170663
58773,0.022440956161036106
58774,0.02214503802354879
58775,0.8891842189972281
58776,0.7459930779730434
58777,0.010966739700547888
58778,0.013388165065453017
58779,0.0431440909088347
58780,0.014814162975638064
58781,0.03961940245809253
58782,0.061144737550427375
58783,0.0592484130048849
58784,0.013527659317419128
58785,0.006213088223491795
58786,0.0380325721231752
58787,0.04296703249802051
58788,0.10455746490332979
58789,0.03874876343765143
58790,0.039649971862696844
58791,0.1092238084063963
58792,0.0013749815688747417
58793,0.03762204636809708
58794,0.013561359880964068
58795,0.030176843817130414
58796,0.02188848875097163
58797,0.025719217387537952
58798,0.0886747111075831
58799,0.777002829868861
58800,0.029211423795455178
58801,0.0050865255191644134
58802,0.8561351215705616
58803,0.20806056993812463
58804,0.5209861267170585
58805,0.8475347029890606
58806,0.05595594507350763
58807,0.009770607840667793
58808,0.007334211458830642
58809,0.9641739488634468
58810,0.852692811754487
58811,0.024983618175618096
58812,0.05293854818804302
58813,0.01807073933068277
58814,0.024761035495090823
58815,0.017176248641317695
58816,0.012154375878412437
58817,0.002269136364850759
58818,0.040471868038841854
58819,0.09434113340843289
58820,0.003876446624342646
58821,0.03132594625150221
58822,0.006846492656175219
58823,0.18055003479483833
58824,0.045014406236237064
58825,0.0027309372690537638
58826,0.12620220456147685
58827,0.036109314283885675
58828,0.005631200837287976
58829,0.05545906498464193
58830,0.011965231395929329
58831,0.1824673653966028
58832,0.01521997399865289
58833,0.008374701746547912
58834,0.012961290927647933
58835,0.9586681664863543
58836,0.04840660050901694
58837,0.12050669121264411
58838,0.007318183467493916
58839,0.002431775776075079
58840,0.011176391013438569
58841,0.9305932117741998
58842,0.0040516881456236315
58843,0.01959009222174081
58844,0.056746103643891176
58845,0.13070663702810006
58846,0.0015215334271873426
58847,0.9552554963441329
58848,0.07309514569170356
58849,0.1888211905454237
58850,0.02148872451667892
58851,0.06573422900303495
58852,0.28843241638967865
58853,0.02234063515264379
58854,0.9805569739884422
58855,0.2672516619244599
58856,0.003881302492072575
58857,0.05920662307239004
58858,0.1259243478768669
58859,0.012080783070203712
58860,0.007046007929360211
58861,0.05659144956351003
58862,0.14774870400241105
58863,0.25024593331496026
58864,0.03004531495870548
58865,0.3049100664372616
58866,0.01586567374485873
58867,0.0012357806888733118
58868,0.025453863192656075
58869,0.012240931871788837
58870,0.19676926673363734
58871,0.006219848675321537
58872,0.028785208151399306
58873,0.013619801064365777
58874,0.9675437901959569
58875,0.018638453137254016
58876,0.007835884532244876
58877,0.003229185189831864
58878,0.028707664604142556
58879,0.009296156728046845
58880,0.009387722871025565
58881,0.02002391187504807
58882,0.005040630539457641
58883,0.24050258960088808
58884,0.11832801199402948
58885,0.11215099109324266
58886,0.0039337587242916396
58887,0.9280613784917352
58888,0.21586031903340244
58889,0.9669804677547365
58890,0.10723125870500304
58891,0.35307666687044725
58892,0.054934615274438284
58893,0.010322092093608555
58894,0.047890070629943146
58895,0.005495713042526454
58896,0.006133690766465953
58897,0.024846688662413702
58898,0.11590183588722468
58899,0.9549556369722232
58900,0.016360047808883293
58901,0.07072329220973428
58902,0.07946612988518524
58903,0.0051066505854241145
58904,0.038604537541495655
58905,0.005408758402267552
58906,0.07650589605996823
58907,0.057268030490745324
58908,0.007060493714386308
58909,0.04419934407356035
58910,0.004674067653617474
58911,0.04001465624089678
58912,0.0025758571382782933
58913,0.1920171794814782
58914,0.01537945686914965
58915,0.02332854148636409
58916,0.02057763608965246
58917,0.073419115674616
58918,0.01569914222685813
58919,0.01352365101856043
58920,0.17372475609741725
58921,0.009444685227762102
58922,0.03909133571819383
58923,0.0075682891193315175
58924,0.021837703619747347
58925,0.021309570019495582
58926,0.08511003607383867
58927,0.03083501755183748
58928,0.08234220878124757
58929,0.003434848836824755
58930,0.016384093503649427
58931,0.9181593840908783
58932,0.91332175515966
58933,0.30044513036294457
58934,0.052456389410537665
58935,0.014675298467928848
58936,0.03754165630010866
58937,0.021845599907096242
58938,0.017346762751663924
58939,0.00956893305872302
58940,0.012581584771616673
58941,0.9557564918744529
58942,0.9147379132910424
58943,0.024936313457846422
58944,0.025985274942529443
58945,0.041166042238796365
58946,0.024731270728112664
58947,0.015533289081476631
58948,0.03268371771251237
58949,0.0075473956308844126
58950,0.328824062635655
58951,0.06594096878480749
58952,0.011197854529518983
58953,0.017001244845468944
58954,0.9610588723661179
58955,0.024135182484092698
58956,0.004924708612638696
58957,0.9760485764516057
58958,0.9875381430258127
58959,0.013433412761725903
58960,0.030191027169277823
58961,0.007303062653421188
58962,0.12612931996847312
58963,0.076358121525972
58964,0.03689120865304299
58965,0.02502431145307754
58966,0.02702005961356598
58967,0.00937514916108126
58968,0.01259985404112045
58969,0.3048489130862794
58970,0.005158361410793431
58971,0.09621388724622516
58972,0.08045552055717695
58973,0.9558906314592648
58974,0.0695809611149863
58975,0.06264770715241397
58976,0.03162593052048389
58977,0.046887843436542884
58978,0.02035739990488281
58979,0.025156910930316034
58980,0.012871047341408438
58981,0.003178275870723746
58982,0.008699601754307316
58983,0.0054017119567115425
58984,0.01159937903872543
58985,0.05000286943351147
58986,0.95829374259978
58987,0.0081406861667113
58988,0.05457407640459964
58989,0.028550894972368707
58990,0.003069462359803019
58991,0.016912380198322127
58992,0.017102275551869633
58993,0.00344199948002742
58994,0.020153647115697934
58995,0.9898655248310272
58996,0.029078059937999928
58997,0.8795123596389298
58998,0.004761476386113197
58999,0.015917544756610114
59000,0.06314561635415841
59001,0.09581490088162506
59002,0.07755674745745876
59003,0.0858964845428287
59004,0.03406323946037136
59005,0.006145895341120522
59006,0.026460307072190305
59007,0.030636377417324355
59008,0.968222152687904
59009,0.0223722256965788
59010,0.01078860993764566
59011,0.01185249963747824
59012,0.012852135836961641
59013,0.007000519022762731
59014,0.011310366151798153
59015,0.1268604764377487
59016,0.014715156901500288
59017,0.017791972012938993
