id,loan_status
58645,0.9978739
58646,0.031994436
58647,0.77544504
58648,0.010700626
58649,0.025018565
58650,0.9852271
58651,0.0019014793
58652,0.00872133
58653,0.57664394
58654,0.037966378
58655,0.09194609
58656,0.1420469
58657,0.05165851
58658,0.007273743
58659,0.03343625
58660,0.16217679
58661,0.020644542
58662,0.0008764609
58663,0.03200248
58664,0.0057906415
58665,0.035461932
58666,0.008590873
58667,0.003318675
58668,0.02343056
58669,0.01296781
58670,0.0014990023
58671,0.24162558
58672,0.0018745343
58673,0.9053354
58674,0.00030100782
58675,0.010104796
58676,0.29917905
58677,0.09559591
58678,0.0056366143
58679,0.47860125
58680,0.987227
58681,0.044939984
58682,0.0012385608
58683,0.0066632004
58684,0.3829918
58685,0.2158516
58686,0.08886331
58687,0.7448874
58688,0.16749772
58689,0.20626281
58690,0.00015183557
58691,0.03252389
58692,0.027023051
58693,0.01344653
58694,0.2403692
58695,0.96066904
58696,0.018736135
58697,0.021562621
58698,0.018344242
58699,0.013326834
58700,0.008143463
58701,0.006732931
58702,0.022822173
58703,0.20114885
58704,0.506431
58705,0.057480957
58706,0.026338179
58707,0.026318138
58708,0.02244562
58709,0.8518501
58710,0.10765116
58711,0.9432014
58712,0.12448864
58713,0.00466186
58714,0.041352447
58715,0.0056950366
58716,0.17761521
58717,0.043398183
58718,0.26808736
58719,0.011010387
58720,0.0005562903
58721,0.1499661
58722,0.10235578
58723,0.020221433
58724,0.0053972565
58725,0.017164228
58726,0.030282224
58727,0.24633843
58728,0.14517355
58729,0.015119306
58730,0.0036805212
58731,0.0134948725
58732,0.31492597
58733,0.00060356467
58734,0.020104608
58735,0.020855436
58736,0.06981615
58737,0.048833273
58738,0.98129874
58739,0.5186612
58740,0.72328305
58741,0.08368691
58742,0.0027989193
58743,0.022600241
58744,0.01819891
58745,0.033205193
58746,0.08662622
58747,0.0029303338
58748,0.049865138
58749,0.045705486
58750,0.0088019185
58751,0.04408174
58752,0.94183224
58753,0.004797919
58754,0.07159778
58755,0.22074759
58756,0.004085333
58757,0.07955593
58758,0.004330085
58759,0.0027826577
58760,0.0027634862
58761,0.019696424
58762,0.003865502
58763,0.9516642
58764,0.000587384
58765,0.06135858
58766,0.007957111
58767,0.021004582
58768,0.9409876
58769,0.0018964028
58770,0.074780434
58771,0.07399316
58772,0.031638205
58773,0.054843027
58774,0.009074488
58775,0.9674597
58776,0.87117493
58777,0.03273747
58778,0.042852823
58779,0.04329837
58780,0.02156807
58781,0.098661534
58782,0.1261899
58783,0.16184105
58784,0.019305183
58785,0.0020583135
58786,0.07580931
58787,0.21543863
58788,0.17882088
58789,0.018384954
58790,0.053054515
58791,0.099725015
58792,0.0003793506
58793,0.080574274
58794,0.007737079
58795,0.046095233
58796,0.054746162
58797,0.05755337
58798,0.074183494
58799,0.8901281
58800,0.06829849
58801,0.005871617
58802,0.91120005
58803,0.20797831
58804,0.52867645
58805,0.922522
58806,0.032755233
58807,0.042762633
58808,0.013213063
58809,0.9613702
58810,0.8397291
58811,0.0312827
58812,0.055288423
58813,0.041166835
58814,0.02938987
58815,0.026157806
58816,0.020493684
58817,0.005223546
58818,0.053980175
58819,0.34936845
58820,0.0010237128
58821,0.023290714
58822,0.002794863
58823,0.21324183
58824,0.06640134
58825,0.0014276202
58826,0.24810591
58827,0.025592204
58828,0.0023398253
58829,0.044348277
58830,0.0062917084
58831,0.18416804
58832,0.0043261503
58833,0.0073978407
58834,0.014439924
58835,0.96206266
58836,0.020020522
58837,0.110034645
58838,0.012454937
58839,0.0010841324
58840,0.014113507
58841,0.94500285
58842,0.004687245
58843,0.01554043
58844,0.06185187
58845,0.1552171
58846,0.00032986957
58847,0.9708701
58848,0.34135488
58849,0.1775067
58850,0.060491942
58851,0.07842804
58852,0.47436318
58853,0.05166682
58854,0.9976422
58855,0.5879606
58856,0.0019683994
58857,0.10324768
58858,0.26330748
58859,0.0239024
58860,0.0040926286
58861,0.020631459
58862,0.2735971
58863,0.42600793
58864,0.012875027
58865,0.42950514
58866,0.011353957
58867,0.000453222
58868,0.046981633
58869,0.024162574
58870,0.11925724
58871,0.0029400927
58872,0.053581767
58873,0.023432707
58874,0.98178804
58875,0.019521073
58876,0.01074152
58877,0.0010474789
58878,0.04144322
58879,0.009623789
58880,0.0116497055
58881,0.015658967
58882,0.002587823
58883,0.10604993
58884,0.11846812
58885,0.17434332
58886,0.0042355033
58887,0.9190122
58888,0.5983886
58889,0.99155855
58890,0.11780502
58891,0.30087107
58892,0.04558322
58893,0.061021663
58894,0.14902699
58895,0.0007403141
58896,0.005602787
58897,0.0739057
58898,0.08929981
58899,0.9636323
58900,0.0181201
58901,0.09336633
58902,0.17220928
58903,0.0074091097
58904,0.07162601
58905,0.004649592
58906,0.11239846
58907,0.061715733
58908,0.006923389
58909,0.09015739
58910,0.0025357879
58911,0.01938766
58912,0.0010175926
58913,0.124188066
58914,0.07210012
58915,0.011680898
58916,0.02326302
58917,0.11081758
58918,0.013118579
58919,0.022519158
58920,0.35589603
58921,0.0050854916
58922,0.052478444
58923,0.0030137014
58924,0.036525127
58925,0.018957566
58926,0.063489616
58927,0.06381412
58928,0.10533636
58929,0.0013689057
58930,0.014581325
58931,0.9433657
58932,0.92445743
58933,0.29643956
58934,0.08475697
58935,0.027103074
58936,0.027209422
58937,0.012752396
58938,0.021890853
58939,0.011958179
58940,0.0038999987
58941,0.97365844
58942,0.97363734
58943,0.0508331
58944,0.037136283
58945,0.027417213
58946,0.029371703
58947,0.012469168
58948,0.025292713
58949,0.011898792
58950,0.4170765
58951,0.0689267
58952,0.010611577
58953,0.00789595
58954,0.9959622
58955,0.024024133
58956,0.0031092952
58957,0.98096174
58958,0.9990951
58959,0.004411387
58960,0.02331515
58961,0.005466137
58962,0.14287803
58963,0.09875368
58964,0.01620798
58965,0.05619382
58966,0.020202594
58967,0.0037120392
58968,0.042222697
58969,0.42055526
58970,0.007151194
58971,0.17776844
58972,0.0988754
58973,0.97376597
58974,0.16671707
58975,0.05955244
58976,0.05543108
58977,0.08762762
58978,0.04655789
58979,0.042631883
58980,0.017284991
58981,0.002637662
58982,0.0025017397
58983,0.010709761
58984,0.023993047
58985,0.08013813
58986,0.9899065
58987,0.0055455975
58988,0.029169358
58989,0.062433843
58990,0.0005759886
58991,0.0241601
58992,0.016137784
58993,0.0044168057
58994,0.013285134
58995,0.9990012
58996,0.030080423
58997,0.86704504
58998,0.0052045467
58999,0.014521005
59000,0.12869237
59001,0.3076034
59002,0.2822793
59003,0.058049083
59004,0.045185793
59005,0.0036825289
59006,0.044896647
59007,0.05181727
59008,0.99528426
59009,0.02275433
59010,0.008058206
59011,0.020969816
59012,0.03128393
59013,0.0038584284
59014,0.008775209
59015,0.16167614
59016,0.012939192
59017,0.013073265
59018,0.063431
59019,0.009787
59020,0.0058959187
59021,0.030826766
59022,0.09973941
59023,0.9773227
59024,0.011484132
59025,0.9915854
59026,0.013255495
59027,0.0076633757
59028,0.04888239
59029,0.1873027
59030,0.010105715
59031,0.8867619
59032,0.8113459
59033,0.2622403
59034,0.09013589
59035,0.025881205
59036,0.11382878
59037,0.1737548
59038,0.024040941
59039,0.03407342
59040,0.008039505
59041,0.038300607
59042,0.06078775
59043,0.97150594
59044,0.005557486
59045,0.026287539
59046,0.22792722
59047,0.37691283
59048,0.010898215
59049,0.058100954
59050,0.004135405
59051,0.073385976
59052,0.0017986523
59053,0.1074074
59054,0.0243459
59055,0.06791803
59056,0.007878205
59057,0.891571
59058,0.0034303064
59059,0.18031543
59060,0.0041157086
59061,0.013084651
59062,0.030341921
59063,0.001717616
59064,0.030140692
59065,0.0003842494
59066,0.04211437
59067,0.0074538747
59068,0.03394001
59069,0.016833587
59070,0.017045692
59071,0.12656213
59072,0.015720928
59073,0.9770874
59074,0.01822653
59075,0.069545865
59076,0.009143812
59077,0.9966614
59078,0.100954644
59079,0.14808683
59080,0.006931574
59081,0.029675424
59082,0.06647556
59083,0.012108391
59084,0.00065331947
59085,0.040192556
59086,0.25476784
59087,0.11109131
59088,0.043095596
59089,0.07602562
59090,0.07647094
59091,0.004066038
59092,0.22574396
59093,0.06955057
59094,0.0071799713
59095,0.00040442945
59096,0.98563194
59097,0.10068377
59098,0.04055865
59099,0.0045031034
59100,0.0029292265
59101,0.00457411
59102,0.031545665
59103,0.035032175
59104,0.0004749328
59105,0.0747661
59106,0.0009937302
59107,0.06387914
59108,0.060489178
59109,0.02963581
59110,0.015971618
59111,0.008411677
59112,0.052045092
59113,0.96798295
59114,0.062143214
59115,0.1763762
59116,0.0018366115
59117,0.004112526
59118,0.038889475
59119,0.010586924
59120,0.006325642
59121,0.0048607793
59122,0.09464362
59123,0.99012846
59124,0.9184675
59125,0.0646574
59126,0.9414755
59127,0.016031967
59128,0.016019223
59129,0.008655893
59130,0.011558841
59131,0.04364097
59132,0.32197094
59133,0.94434434
59134,0.033023577
59135,0.00045408236
59136,0.012026667
59137,0.030450922
59138,0.010660132
59139,0.005936427
59140,0.0542893
59141,0.9926882
59142,0.19717462
59143,0.034351435
59144,0.02032732
59145,0.09385847
59146,0.043059252
59147,0.028185727
59148,0.051098686
59149,0.020327844
59150,0.011639365
59151,0.038789142
59152,0.09659682
59153,0.0055641066
59154,0.10106904
59155,0.085526004
59156,0.14381461
59157,0.018103564
59158,0.050442863
59159,0.013715229
59160,0.06407891
59161,0.013055429
59162,0.019724626
59163,0.029894643
59164,0.02168174
59165,0.11650573
59166,0.0043254704
59167,0.021094272
59168,0.15872821
59169,0.9723317
59170,0.08108325
59171,0.025008779
59172,0.259267
59173,0.0012687057
59174,0.013110637
59175,0.0022693693
59176,0.09690719
59177,0.007496174
59178,0.0017658182
59179,0.006230677
59180,0.22168781
59181,0.7067162
59182,0.9809536
59183,0.039597347
59184,0.07223174
59185,0.13772897
59186,0.018374238
59187,0.011959741
59188,0.055662196
59189,0.015161626
59190,0.0135204485
59191,0.019942082
59192,0.22007991
59193,0.004688324
59194,0.12660928
59195,0.017641678
59196,0.047273107
59197,0.042594343
59198,0.18172033
59199,0.0117817335
59200,0.99936837
59201,0.009920112
59202,0.006921508
59203,0.6771112
59204,0.13720824
59205,0.016565679
59206,0.0032425774
59207,0.04131045
59208,0.012650297
59209,0.009967211
59210,0.018903714
59211,0.41243848
59212,0.06627314
59213,0.10539708
59214,0.06777175
59215,0.004957877
59216,0.064061716
59217,0.0018662979
59218,0.0046628937
59219,0.0074439077
59220,0.84704155
59221,0.93521863
59222,0.03784714
59223,0.025829231
59224,0.17081685
59225,0.008944525
59226,0.017792027
59227,0.26616895
59228,0.26951957
59229,0.002835405
59230,0.006937974
59231,0.0040433872
59232,0.12570146
59233,0.018082112
59234,0.029996146
59235,0.004066258
59236,0.12461086
59237,0.07988484
59238,0.0064476044
59239,0.37956485
59240,0.016198957
59241,0.048933998
59242,0.066245876
59243,0.99047065
59244,0.014984426
59245,0.8780309
59246,0.013201443
59247,0.117752194
59248,0.0048101246
59249,0.23382567
59250,0.42212263
59251,0.09644783
59252,0.0047603436
59253,0.087733865
59254,0.02548188
59255,0.0033845569
59256,0.0005894509
59257,0.99074495
59258,0.008439404
59259,0.99864966
59260,0.006499366
59261,0.023818305
59262,0.10521478
59263,0.00042536482
59264,0.38053018
59265,0.6021501
59266,0.049937617
59267,0.55722934
59268,0.11909157
59269,0.0063462215
59270,0.99691606
59271,0.010110983
59272,0.9512609
59273,0.07934151
59274,0.107955776
59275,0.021374088
59276,0.14650755
59277,0.016263196
59278,0.049408425
59279,0.027797421
59280,0.009805779
59281,0.045621995
59282,0.005688126
59283,0.0045226235
59284,0.011673403
59285,0.021215387
59286,0.13772155
59287,0.07150401
59288,0.9966546
59289,0.0073314738
59290,0.046955284
59291,0.050988536
59292,0.00073691644
59293,0.013035628
59294,0.99257505
59295,0.43143374
59296,0.002044923
59297,0.0062347944
59298,0.08087448
59299,0.019598402
59300,0.04271042
59301,0.03035693
59302,0.04424312
59303,0.03277184
59304,0.017261768
59305,0.067037754
59306,0.009760602
59307,0.01899227
59308,0.008328552
59309,0.015890852
59310,0.011748941
59311,0.06516777
59312,0.06656238
59313,0.96641433
59314,0.5476967
59315,0.011537065
59316,0.4963298
59317,0.04112034
59318,0.033098377
59319,0.22669713
59320,0.020123092
59321,0.062171407
59322,0.058729146
59323,0.057917804
59324,0.8705145
59325,0.080988176
59326,0.025960764
59327,0.07776728
59328,0.009862477
59329,0.01368568
59330,0.05965119
59331,0.058343664
59332,0.0049451203
59333,0.0009498612
59334,0.062373314
59335,0.013957416
59336,0.044862337
59337,0.046501882
59338,0.11596752
59339,0.54383594
59340,0.53216624
59341,0.06876513
59342,0.15615949
59343,0.013455458
59344,0.04270924
59345,0.011055304
59346,0.0331425
59347,0.14276367
59348,0.030236606
59349,0.05852646
59350,0.028837455
59351,0.054712966
59352,0.12055696
59353,0.93439543
59354,0.89009124
59355,0.0010360378
59356,0.0016952406
59357,0.0108833285
59358,0.017376496
59359,0.033014487
59360,0.9824271
59361,0.006284784
59362,0.3734974
59363,0.0016893414
59364,0.0062708384
59365,0.0037366557
59366,0.007080872
59367,0.041385297
59368,0.94232774
